Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,11.399999618530273,11.550000190734863,11.399999618530273,11.449999809265137,11.449999809265137,2404
2020-01-03,11.5,11.5,11.399999618530273,11.449999809265137,11.449999809265137,473
2020-01-06,11.399999618530273,11.5,11.399999618530273,11.449999809265137,11.449999809265137,1564
2020-01-07,11.449999809265137,11.5,11.399999618530273,11.399999618530273,11.399999618530273,52
2020-01-08,11.399999618530273,11.399999618530273,11.199999809265137,11.300000190734863,11.300000190734863,11232
2020-01-09,11.300000190734863,11.5,11.199999809265137,11.5,11.5,9947
2020-01-10,11.5,11.550000190734863,11.399999618530273,11.399999618530273,11.399999618530273,4346
2020-01-13,11.399999618530273,11.399999618530273,11.300000190734863,11.399999618530273,11.399999618530273,2076
2020-01-14,11.350000381469727,11.350000381469727,11.199999809265137,11.25,11.25,1591
2020-01-15,11.25,11.350000381469727,11.199999809265137,11.199999809265137,11.199999809265137,1668
2020-01-16,11.199999809265137,11.399999618530273,11.199999809265137,11.399999618530273,11.399999618530273,1333
2020-01-17,11.350000381469727,11.449999809265137,11.25,11.350000381469727,11.350000381469727,1952
2020-01-20,11.399999618530273,11.5,11.399999618530273,11.5,11.5,3037
2020-01-21,11.550000190734863,11.600000381469727,11.5,11.5,11.5,3177
2020-01-22,11.5,11.550000190734863,11.5,11.550000190734863,11.550000190734863,1530
2020-01-23,11.5,11.600000381469727,11.5,11.5,11.5,2339
2020-01-24,11.550000190734863,11.75,11.5,11.75,11.75,5610
2020-01-27,11.850000381469727,11.899999618530273,11.75,11.800000190734863,11.800000190734863,1942
2020-01-28,11.75,11.850000381469727,11.75,11.75,11.75,328
2020-01-29,11.800000190734863,11.949999809265137,11.75,11.949999809265137,11.949999809265137,1487
2020-01-30,11.899999618530273,11.899999618530273,11.75,11.75,11.75,1322
2020-01-31,11.800000190734863,11.800000190734863,11.75,11.75,11.75,691
2020-02-03,11.550000190734863,11.600000381469727,11.550000190734863,11.600000381469727,11.600000381469727,897
2020-02-04,11.600000381469727,11.850000381469727,11.600000381469727,11.649999618530273,11.649999618530273,529
2020-02-05,11.649999618530273,11.899999618530273,11.550000190734863,11.550000190734863,11.550000190734863,2712
2020-02-06,11.899999618530273,12.0,11.850000381469727,12.0,12.0,3454
2020-02-07,12.050000190734863,12.449999809265137,12.0,12.25,12.25,7092
2020-02-10,12.5,13.350000381469727,12.5,12.75,12.75,27004
2020-02-11,12.949999809265137,13.0,12.0,12.25,12.25,12408
2020-02-12,12.149999618530273,12.199999809265137,12.050000190734863,12.100000381469727,12.100000381469727,1949
2020-02-13,12.149999618530273,12.25,11.75,12.25,12.25,8194
2020-02-14,11.850000381469727,12.25,11.850000381469727,12.050000190734863,12.050000190734863,3158
2020-02-17,12.100000381469727,12.149999618530273,12.050000190734863,12.050000190734863,12.050000190734863,794
2020-02-18,12.25,12.25,12.0,12.0,12.0,1810
2020-02-19,12.050000190734863,12.149999618530273,12.050000190734863,12.100000381469727,12.100000381469727,180
2020-02-20,11.949999809265137,12.0,11.699999809265137,11.949999809265137,11.949999809265137,4566
2020-02-21,11.899999618530273,12.0,11.75,11.800000190734863,11.800000190734863,2734
2020-02-24,11.800000190734863,11.800000190734863,11.300000190734863,11.5,11.5,5159
2020-02-25,11.350000381469727,11.649999618530273,11.25,11.25,11.25,4095
2020-02-26,11.25,11.25,10.25,11.050000190734863,11.050000190734863,26485
2020-02-27,11.0,11.0,10.75,11.0,11.0,45603
2020-02-28,10.25,10.25,9.399999618530273,9.4399995803833,9.4399995803833,94041
2020-03-02,9.520000457763672,9.680000305175781,9.119999885559082,9.180000305175781,9.180000305175781,14037
