Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,33.5,34.439998626708984,33.5,34.38999938964844,31.38422203063965,404094
2020-01-03,34.2400016784668,34.2400016784668,33.68000030517578,33.779998779296875,30.827537536621094,278143
2020-01-06,33.75,33.75,33.189998626708984,33.72999954223633,30.781906127929688,374345
2020-01-07,33.959999084472656,34.650001525878906,33.810001373291016,34.650001525878906,31.62150001525879,720822
2020-01-08,34.56999969482422,36.06999969482422,34.439998626708984,36.06999969482422,32.91738510131836,968536
2020-01-09,36.290000915527344,36.4900016784668,35.47999954223633,35.59000015258789,32.479339599609375,716838
2020-01-10,35.84000015258789,35.880001068115234,35.25,35.38999938964844,32.29682159423828,486808
2020-01-13,35.5099983215332,35.5099983215332,35.04999923706055,35.369998931884766,32.278568267822266,337174
2020-01-14,35.52000045776367,35.52000045776367,34.959999084472656,35.15999984741211,32.08692169189453,442626
2020-01-15,35.20000076293945,35.220001220703125,33.869998931884766,34.45000076293945,31.43897819519043,995013
2020-01-16,34.41999816894531,34.61000061035156,34.16999816894531,34.439998626708984,31.429851531982422,489234
2020-01-17,34.599998474121094,35.0099983215332,34.459999084472656,34.75,31.712757110595703,668148
2020-01-20,34.86000061035156,35.06999969482422,34.709999084472656,34.970001220703125,31.913530349731445,244344
2020-01-21,34.84000015258789,35.189998626708984,34.599998474121094,34.88999938964844,31.84052085876465,313689
2020-01-22,35.04999923706055,35.04999923706055,34.459999084472656,34.61000061035156,31.584993362426758,398379
2020-01-23,34.59000015258789,34.59000015258789,33.7599983215332,34.150001525878906,31.16520118713379,659337
2020-01-24,34.310001373291016,34.68000030517578,34.2599983215332,34.529998779296875,31.51198387145996,365658
2020-01-27,34.13999938964844,34.2599983215332,33.59000015258789,33.650001525878906,30.708900451660156,425182
2020-01-28,33.7599983215332,34.099998474121094,33.22999954223633,33.849998474121094,30.89141845703125,438922
2020-01-29,33.900001525878906,34.130001068115234,33.7400016784668,33.90999984741211,30.946176528930664,279025
2020-01-30,33.650001525878906,33.90999984741211,33.20000076293945,33.84000015258789,30.882295608520508,471757
2020-01-31,33.79999923706055,34.040000915527344,33.61000061035156,33.63999938964844,30.69977378845215,592901
2020-02-03,33.68000030517578,34.22999954223633,33.52000045776367,34.0099983215332,31.037433624267578,414352
2020-02-04,34.2400016784668,34.95000076293945,34.119998931884766,34.58000183105469,31.557619094848633,591904
2020-02-05,34.5,35.16999816894531,34.43000030517578,34.93000030517578,31.87702751159668,773787
2020-02-06,35.099998474121094,35.54999923706055,35.060001373291016,35.119998931884766,32.050418853759766,541411
2020-02-07,35.08000183105469,35.36000061035156,34.66999816894531,34.72999954223633,31.69450569152832,488742
2020-02-10,34.7400016784668,34.90999984741211,34.630001068115234,34.75,31.712757110595703,266721
2020-02-11,35.0,35.599998474121094,34.79999923706055,35.59000015258789,32.479339599609375,652374
2020-02-12,35.650001525878906,36.380001068115234,35.56999969482422,36.15999984741211,32.99951934814453,644843
2020-02-13,36.0,37.290000915527344,35.79999923706055,37.2400016784668,33.98512649536133,1000559
2020-02-14,37.29999923706055,37.61000061035156,37.06999969482422,37.279998779296875,34.021629333496094,749666
2020-02-17,37.38999938964844,37.84000015258789,37.31999969482422,37.65999984741211,34.36841583251953,438527
2020-02-18,37.599998474121094,37.65999984741211,37.099998474121094,37.189998626708984,33.939491271972656,443455
2020-02-19,37.779998779296875,37.79999923706055,36.34000015258789,36.79999923706055,33.583580017089844,801793
2020-02-20,36.79999923706055,37.34000015258789,36.47999954223633,36.709999084472656,33.50144958496094,797865
