Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,25.850000381469727,25.899999618530273,25.75,25.899999618530273,25.899999618530273,13916
2020-01-03,25.899999618530273,26.299999237060547,25.649999618530273,26.299999237060547,26.299999237060547,36259
2020-01-06,26.299999237060547,26.299999237060547,26.100000381469727,26.299999237060547,26.299999237060547,12000
2020-01-07,26.100000381469727,26.299999237060547,26.0,26.100000381469727,26.100000381469727,20172
2020-01-08,26.25,26.25,25.899999618530273,26.0,26.0,8842
2020-01-09,26.0,26.450000762939453,25.950000762939453,26.399999618530273,26.399999618530273,20904
2020-01-10,26.350000381469727,26.350000381469727,25.899999618530273,26.049999237060547,26.049999237060547,20883
2020-01-13,26.049999237060547,26.200000762939453,26.0,26.0,26.0,2771
2020-01-14,26.049999237060547,26.049999237060547,25.700000762939453,26.0,26.0,10634
2020-01-15,25.850000381469727,26.549999237060547,25.799999237060547,26.5,26.5,47488
2020-01-16,26.75,26.75,26.5,26.649999618530273,26.649999618530273,11728
2020-01-17,26.649999618530273,26.75,26.0,26.350000381469727,26.350000381469727,26023
2020-01-20,26.350000381469727,26.799999237060547,26.350000381469727,26.649999618530273,26.649999618530273,15629
2020-01-21,26.600000381469727,26.75,26.399999618530273,26.600000381469727,26.600000381469727,14096
2020-01-22,26.549999237060547,27.350000381469727,26.549999237060547,27.350000381469727,27.350000381469727,39199
2020-01-23,27.5,27.5,27.200000762939453,27.299999237060547,27.299999237060547,7409
2020-01-24,27.299999237060547,28.299999237060547,27.299999237060547,28.299999237060547,28.299999237060547,46648
2020-01-27,28.149999618530273,28.299999237060547,27.799999237060547,28.149999618530273,28.149999618530273,28286
2020-01-28,28.100000381469727,28.299999237060547,27.549999237060547,27.700000762939453,27.700000762939453,33463
2020-01-29,28.0,28.0,27.649999618530273,27.850000381469727,27.850000381469727,16342
2020-01-30,27.75,27.899999618530273,27.5,27.899999618530273,27.899999618530273,24229
2020-01-31,27.799999237060547,28.0,27.649999618530273,27.899999618530273,27.899999618530273,29733
2020-02-03,27.700000762939453,27.799999237060547,27.549999237060547,27.700000762939453,27.700000762939453,12644
2020-02-04,27.700000762939453,28.100000381469727,27.600000381469727,28.049999237060547,28.049999237060547,22687
2020-02-05,28.0,28.299999237060547,27.950000762939453,28.049999237060547,28.049999237060547,19517
2020-02-06,28.0,28.25,28.0,28.200000762939453,28.200000762939453,14329
2020-02-07,28.149999618530273,28.149999618530273,27.899999618530273,28.0,28.0,11015
2020-02-10,28.200000762939453,28.350000381469727,27.950000762939453,28.0,28.0,31190
2020-02-11,28.0,28.049999237060547,27.850000381469727,28.049999237060547,28.049999237060547,9627
2020-02-12,28.049999237060547,28.5,28.0,28.450000762939453,28.450000762939453,33714
2020-02-13,28.5,28.5,28.149999618530273,28.200000762939453,28.200000762939453,5936
2020-02-14,28.049999237060547,28.399999618530273,28.049999237060547,28.299999237060547,28.299999237060547,18748
2020-02-17,28.200000762939453,29.049999237060547,28.149999618530273,29.0,29.0,54935
2020-02-18,29.0,29.299999237060547,28.950000762939453,29.049999237060547,29.049999237060547,43880
2020-02-19,28.899999618530273,29.299999237060547,28.899999618530273,29.299999237060547,29.299999237060547,23790
2020-02-20,29.299999237060547,29.299999237060547,28.75,29.049999237060547,29.049999237060547,17824
2020-02-21,29.049999237060547,29.049999237060547,28.5,28.600000381469727,28.600000381469727,17459
2020-02-24,28.25,28.25,27.450000762939453,27.649999618530273,27.649999618530273,51655
2020-02-25,27.5,27.850000381469727,26.950000762939453,27.049999237060547,27.049999237060547,34764
2020-02-26,26.700000762939453,26.75,25.049999237060547,26.100000381469727,26.100000381469727,93864
2020-02-27,26.0,26.350000381469727,25.450000762939453,25.850000381469727,25.850000381469727,52341
2020-02-28,25.600000381469727,25.600000381469727,24.75,24.899999618530273,24.899999618530273,77344
2020-03-02,24.600000381469727,25.450000762939453,24.350000381469727,24.350000381469727,24.350000381469727,41672
2020-03-03,24.5,25.799999237060547,24.5,25.049999237060547,25.049999237060547,52090
2020-03-04,25.399999618530273,25.399999618530273,24.649999618530273,24.850000381469727,24.850000381469727,32406
2020-03-05,25.200000762939453,25.399999618530273,24.549999237060547,24.600000381469727,24.600000381469727,51700
2020-03-06,23.75,23.850000381469727,21.899999618530273,22.100000381469727,22.100000381469727,75731
2020-03-09,19.18000030517578,20.5,17.81999969482422,17.81999969482422,17.81999969482422,150390
2020-03-10,18.5,20.75,18.5,18.780000686645508,18.780000686645508,199627
2020-03-11,19.280000686645508,19.299999237060547,18.0,18.15999984741211,18.15999984741211,47727
2020-03-12,17.68000030517578,17.68000030517578,15.5,15.520000457763672,15.520000457763672,110969
2020-03-13,16.020000457763672,16.420000076293945,14.5,14.859999656677246,14.859999656677246,140286
2020-03-16,14.359999656677246,14.359999656677246,12.859999656677246,13.880000114440918,13.880000114440918,108762
2020-03-17,14.039999961853027,14.5,12.0,14.5,14.5,116549
2020-03-18,14.5,14.5,12.5600004196167,12.9399995803833,12.9399995803833,64039
2020-03-19,13.720000267028809,14.539999961853027,13.0,13.520000457763672,13.520000457763672,57642
2020-03-20,14.479999542236328,14.84000015258789,13.039999961853027,13.0600004196167,13.0600004196167,76116
2020-03-23,12.5,13.5600004196167,12.300000190734863,12.600000381469727,12.600000381469727,84528
2020-03-24,13.779999732971191,14.100000381469727,13.220000267028809,13.800000190734863,13.800000190734863,150073
2020-03-25,14.199999809265137,14.779999732971191,13.739999771118164,13.960000038146973,13.960000038146973,94218
2020-03-26,13.5,13.699999809265137,12.539999961853027,13.460000038146973,13.460000038146973,151597
2020-03-27,13.039999961853027,13.199999809265137,12.300000190734863,12.5,12.5,110256
2020-03-30,12.5,12.699999809265137,12.199999809265137,12.5,12.5,54450
2020-03-31,12.699999809265137,12.699999809265137,12.199999809265137,12.640000343322754,12.640000343322754,74940
2020-04-01,12.4399995803833,12.680000305175781,12.300000190734863,12.579999923706055,12.579999923706055,39118
2020-04-02,12.760000228881836,13.279999732971191,12.520000457763672,13.020000457763672,13.020000457763672,75117
2020-04-03,13.100000381469727,13.34000015258789,12.819999694824219,13.260000228881836,13.260000228881836,65411
2020-04-06,13.739999771118164,14.4399995803833,13.5,13.579999923706055,13.579999923706055,134821
2020-04-07,14.239999771118164,14.520000457763672,13.420000076293945,13.420000076293945,13.420000076293945,97640
2020-04-08,13.539999961853027,13.739999771118164,13.279999732971191,13.5,13.5,36817
2020-04-09,13.65999984741211,14.260000228881836,13.65999984741211,14.039999961853027,14.039999961853027,58474
2020-04-14,14.260000228881836,14.479999542236328,13.9399995803833,14.239999771118164,14.239999771118164,104264
2020-04-15,14.420000076293945,14.420000076293945,13.479999542236328,13.800000190734863,13.800000190734863,62714
2020-04-16,13.859999656677246,13.899999618530273,13.420000076293945,13.859999656677246,13.859999656677246,72432
2020-04-17,14.279999732971191,14.460000038146973,13.640000343322754,13.680000305175781,13.680000305175781,102635
2020-04-20,13.960000038146973,14.119999885559082,13.220000267028809,13.720000267028809,13.720000267028809,50800
