Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,116.0,117.44999694824219,115.9000015258789,117.0999984741211,114.7048110961914,311679
2020-01-03,116.5999984741211,117.80000305175781,116.0999984741211,117.3499984741211,114.94969177246094,375670
2020-01-06,116.0999984741211,116.3499984741211,114.44999694824219,116.0999984741211,113.72526550292969,326403
2020-01-07,116.30000305175781,117.25,115.9000015258789,116.69999694824219,114.31298828125,397771
2020-01-08,116.05000305175781,118.3499984741211,115.9000015258789,117.8499984741211,115.43946838378906,555012
2020-01-09,117.5999984741211,117.94999694824219,113.6500015258789,113.9000015258789,111.57026672363281,977737
2020-01-10,113.9000015258789,114.4000015258789,111.94999694824219,111.94999694824219,109.66014099121094,790685
2020-01-13,111.30000305175781,111.44999694824219,110.1500015258789,111.0999984741211,108.82752990722656,756850
2020-01-14,110.0,110.5999984741211,107.3499984741211,110.19999694824219,107.94593811035156,1044500
2020-01-15,108.44999694824219,109.25,107.9000015258789,108.5,106.28071594238281,852037
2020-01-16,108.4000015258789,110.30000305175781,108.1500015258789,109.3499984741211,107.11332702636719,707640
2020-01-17,109.30000305175781,111.30000305175781,109.19999694824219,110.5,108.23980712890625,673454
2020-01-20,110.69999694824219,111.3499984741211,110.6500015258789,110.9000015258789,108.63162994384766,481143
2020-01-21,110.44999694824219,111.8499984741211,109.6500015258789,111.5999984741211,109.31730651855469,509313
2020-01-22,111.80000305175781,113.25,111.55000305175781,112.44999694824219,110.14991760253906,582625
2020-01-23,112.44999694824219,113.1500015258789,110.6500015258789,110.6500015258789,108.3867416381836,622035
2020-01-24,111.44999694824219,113.75,111.25,112.9000015258789,110.59071350097656,544979
2020-01-27,111.4000015258789,111.5,109.44999694824219,110.0,107.75003051757812,651257
2020-01-28,110.3499984741211,111.05000305175781,109.05000305175781,110.5999984741211,108.33776092529297,483694
2020-01-29,110.55000305175781,112.25,110.30000305175781,111.3499984741211,109.07241821289062,355189
2020-01-30,110.5,111.94999694824219,109.75,110.0,107.75003051757812,592775
2020-01-31,110.44999694824219,111.3499984741211,110.0,110.30000305175781,108.04389953613281,700526
2020-02-03,110.1500015258789,111.55000305175781,110.0999984741211,111.0,108.72958374023438,412776
2020-02-04,111.75,113.25,111.55000305175781,112.4000015258789,110.10094451904297,480777
2020-02-05,112.05000305175781,114.1500015258789,111.94999694824219,113.5999984741211,111.27639770507812,518476
2020-02-06,114.44999694824219,114.80000305175781,113.55000305175781,113.94999694824219,111.6192398071289,408885
2020-02-07,113.5999984741211,114.5,113.4000015258789,114.05000305175781,111.71719360351562,458119
2020-02-10,113.8499984741211,115.69999694824219,113.8499984741211,115.55000305175781,113.18651580810547,631525
2020-02-11,116.4000015258789,117.25,116.25,116.6500015258789,114.2640151977539,480665
2020-02-12,116.55000305175781,118.05000305175781,116.3499984741211,117.9000015258789,115.48844909667969,580427
2020-02-13,115.5,118.5999984741211,114.9000015258789,116.44999694824219,114.06809997558594,1231610
2020-02-14,116.30000305175781,116.5999984741211,114.9000015258789,115.6500015258789,113.28446960449219,722727
2020-02-17,116.0,116.30000305175781,114.05000305175781,115.0999984741211,112.74571228027344,650145
2020-02-18,114.0999984741211,114.69999694824219,113.30000305175781,114.0,111.668212890625,634451
